Municipios;Sexo;Periodo;Total
28080 Majadahonda;Hombres;2016;42,79
28080 Majadahonda;Hombres;2015;42,69
28080 Majadahonda;Hombres;2014;42,53
28080 Majadahonda;Mujeres;2019;39,45
28080 Majadahonda;Mujeres;2018;38,68
28080 Majadahonda;Mujeres;2017;38,33
28080 Majadahonda;Mujeres;2016;37,86
28080 Majadahonda;Mujeres;2015;37,24
28080 Majadahonda;Mujeres;2014;36,94
29067 Málaga;Ambos sexos;2019;41,61
29067 Málaga;Ambos sexos;2018;40,57
29067 Málaga;Ambos sexos;2017;40,26
29067 Málaga;Ambos sexos;2016;39,67
29067 Málaga;Ambos sexos;2015;39,35
29067 Málaga;Ambos sexos;2014;39,07
29067 Málaga;Hombres;2019;44,43
29067 Málaga;Hombres;2018;43,38
29067 Málaga;Hombres;2017;43,01
29067 Málaga;Hombres;2016;42,45
29067 Málaga;Hombres;2015;42,24
29067 Málaga;Hombres;2014;42,13
29067 Málaga;Mujeres;2019;38,66
29067 Málaga;Mujeres;2018;37,69
29067 Málaga;Mujeres;2017;37,44
29067 Málaga;Mujeres;2016;36,86
29067 Málaga;Mujeres;2015;36,45
29067 Málaga;Mujeres;2014;35,94
08113 Manresa;Ambos sexos;2019;42,97
08113 Manresa;Ambos sexos;2018;41,37
08113 Manresa;Ambos sexos;2017;40,88
08113 Manresa;Ambos sexos;2016;40,82
08113 Manresa;Ambos sexos;2015;40,81
08113 Manresa;Ambos sexos;2014;39,93
08113 Manresa;Hombres;2019;45,63
08113 Manresa;Hombres;2018;43,98
08113 Manresa;Hombres;2017;43,86
08113 Manresa;Hombres;2016;44
08113 Manresa;Hombres;2015;43,8
08113 Manresa;Hombres;2014;42,73
08113 Manresa;Mujeres;2019;40,18
08113 Manresa;Mujeres;2018;38,71
08113 Manresa;Mujeres;2017;37,88
08113 Manresa;Mujeres;2016;37,53
08113 Manresa;Mujeres;2015;37,61
08113 Manresa;Mujeres;2014;37,05
29069 Marbella;Ambos sexos;2019;41,95
29069 Marbella;Ambos sexos;2018;41,58
29069 Marbella;Ambos sexos;2017;41,59
29069 Marbella;Ambos sexos;2016;41,99
29069 Marbella;Ambos sexos;2015;41,21
29069 Marbella;Ambos sexos;2014;40,46
29069 Marbella;Hombres;2019;44,91
29069 Marbella;Hombres;2018;44,83
29069 Marbella;Hombres;2017;45,26
29069 Marbella;Hombres;2016;45,57
29069 Marbella;Hombres;2015;44,7
29069 Marbella;Hombres;2014;43,98
29069 Marbella;Mujeres;2019;38,65
29069 Marbella;Mujeres;2018;37,84
29069 Marbella;Mujeres;2017;37,29
29069 Marbella;Mujeres;2016;37,54
29069 Marbella;Mujeres;2015;36,76
29069 Marbella;Mujeres;2014;35,92
08121 Mataró;Ambos sexos;2019;41,99
08121 Mataró;Ambos sexos;2018;42,27
08121 Mataró;Ambos sexos;2017;41,5
08121 Mataró;Ambos sexos;2016;40,56
08121 Mataró;Ambos sexos;2015;40,49
08121 Mataró;Ambos sexos;2014;39,07
08121 Mataró;Hombres;2019;44,96
08121 Mataró;Hombres;2018;45,16
08121 Mataró;Hombres;2017;44,81
08121 Mataró;Hombres;2016;43,67
08121 Mataró;Hombres;2015;43,26
08121 Mataró;Hombres;2014;41,63
08121 Mataró;Mujeres;2019;38,92
08121 Mataró;Mujeres;2018;39,27
08121 Mataró;Mujeres;2017;38,06
08121 Mataró;Mujeres;2016;37,47
08121 Mataró;Mujeres;2015;37,6
08121 Mataró;Mujeres;2014;36,52
52001 Melilla;Ambos sexos;2019;36,99
52001 Melilla;Ambos sexos;2018;36,85
52001 Melilla;Ambos sexos;2017;36,4
52001 Melilla;Ambos sexos;2016;35,94
52001 Melilla;Ambos sexos;2015;35,1
52001 Melilla;Ambos sexos;2014;33,79
52001 Melilla;Hombres;2019;40,24
52001 Melilla;Hombres;2018;40,42
52001 Melilla;Hombres;2017;40,12
52001 Melilla;Hombres;2016;39,67
52001 Melilla;Hombres;2015;38,86
52001 Melilla;Hombres;2014;37,51
52001 Melilla;Mujeres;2019;33,13
52001 Melilla;Mujeres;2018;32,55
52001 Melilla;Mujeres;2017;31,73
52001 Melilla;Mujeres;2016;31,18
52001 Melilla;Mujeres;2015;30,55
52001 Melilla;Mujeres;2014;29,21
06083 Mérida;Ambos sexos;2019;40,68
06083 Mérida;Ambos sexos;2018;39,42
06083 Mérida;Ambos sexos;2017;37,78
06083 Mérida;Ambos sexos;2016;37,05
06083 Mérida;Ambos sexos;2015;36,64
06083 Mérida;Ambos sexos;2014;36,78
06083 Mérida;Hombres;2019;43,48
06083 Mérida;Hombres;2018;42,18
06083 Mérida;Hombres;2017;40,28
06083 Mérida;Hombres;2016;39,41
06083 Mérida;Hombres;2015;38,91
06083 Mérida;Hombres;2014;38,92
06083 Mérida;Mujeres;2019;37,76
06083 Mérida;Mujeres;2018;36,5
06083 Mérida;Mujeres;2017;35,14
06083 Mérida;Mujeres;2016;34,62
06083 Mérida;Mujeres;2015;34,33
06083 Mérida;Mujeres;2014;34,61
29070 Mijas;Ambos sexos;2019;43,26
29070 Mijas;Ambos sexos;2018;41,91
29070 Mijas;Ambos sexos;2017;41,5
29070 Mijas;Ambos sexos;2016;41,4
29070 Mijas;Ambos sexos;2015;41,52
29070 Mijas;Ambos sexos;2014;40,05
29070 Mijas;Hombres;2019;46,92
29070 Mijas;Hombres;2018;45,53
29070 Mijas;Hombres;2017;44,89
29070 Mijas;Hombres;2016;44,92
29070 Mijas;Hombres;2015;44,82
29070 Mijas;Hombres;2014;43,31
29070 Mijas;Mujeres;2019;38,55
29070 Mijas;Mujeres;2018;37,46
29070 Mijas;Mujeres;2017;37,24
29070 Mijas;Mujeres;2016;36,93
29070 Mijas;Mujeres;2015;37,19
29070 Mijas;Mujeres;2014;36,04
30027 Molina de Segura;Ambos sexos;2019;40,51
30027 Molina de Segura;Ambos sexos;2018;39,56
30027 Molina de Segura;Ambos sexos;2017;39,4
30027 Molina de Segura;Ambos sexos;2016;38,62
30027 Molina de Segura;Ambos sexos;2015;38,97
30027 Molina de Segura;Ambos sexos;2014;37,16
30027 Molina de Segura;Hombres;2019;43,46
30027 Molina de Segura;Hombres;2018;42,61
30027 Molina de Segura;Hombres;2017;42,38
30027 Molina de Segura;Hombres;2016;41,74
30027 Molina de Segura;Hombres;2015;42,06
30027 Molina de Segura;Hombres;2014;39,98
30027 Molina de Segura;Mujeres;2019;37,17
30027 Molina de Segura;Mujeres;2018;36,33
30027 Molina de Segura;Mujeres;2017;36,11
30027 Molina de Segura;Mujeres;2016;35,23
30027 Molina de Segura;Mujeres;2015;35,63
30027 Molina de Segura;Mujeres;2014;34,03
08124 Mollet del Vallès;Ambos sexos;2019;44,16
08124 Mollet del Vallès;Ambos sexos;2018;43,45
08124 Mollet del Vallès;Ambos sexos;2017;41,52
08124 Mollet del Vallès;Ambos sexos;2016;39,39
08124 Mollet del Vallès;Ambos sexos;2015;38,97
08124 Mollet del Vallès;Ambos sexos;2014;38,27
08124 Mollet del Vallès;Hombres;2019;46,83
08124 Mollet del Vallès;Hombres;2018;46,57
08124 Mollet del Vallès;Hombres;2017;44,3
08124 Mollet del Vallès;Hombres;2016;42,29
08124 Mollet del Vallès;Hombres;2015;41,96
08124 Mollet del Vallès;Hombres;2014;40,44
08124 Mollet del Vallès;Mujeres;2019;41,22
08124 Mollet del Vallès;Mujeres;2018;40,03
08124 Mollet del Vallès;Mujeres;2017;38,39
08124 Mollet del Vallès;Mujeres;2016;36,19
08124 Mollet del Vallès;Mujeres;2015;36,02
08124 Mollet del Vallès;Mujeres;2014;36
28092 Móstoles;Ambos sexos;2019;41,05
28092 Móstoles;Ambos sexos;2018;39,44
28092 Móstoles;Ambos sexos;2017;37,56
28092 Móstoles;Ambos sexos;2016;37,13
28092 Móstoles;Ambos sexos;2015;36,55
28092 Móstoles;Ambos sexos;2014;36,44
28092 Móstoles;Hombres;2019;43,68
28092 Móstoles;Hombres;2018;42
28092 Móstoles;Hombres;2017;40,02
28092 Móstoles;Hombres;2016;39,49
28092 Móstoles;Hombres;2015;38,75
28092 Móstoles;Hombres;2014;38,43
28092 Móstoles;Mujeres;2019;38,52
28092 Móstoles;Mujeres;2018;37,08
28092 Móstoles;Mujeres;2017;35,3
28092 Móstoles;Mujeres;2016;35
28092 Móstoles;Mujeres;2015;34,57
28092 Móstoles;Mujeres;2014;34,64
18140 Motril;Ambos sexos;2019;41,05
18140 Motril;Ambos sexos;2018;40,71
18140 Motril;Ambos sexos;2017;39,79
18140 Motril;Ambos sexos;2016;38,7
18140 Motril;Ambos sexos;2015;37,5
18140 Motril;Ambos sexos;2014;37,75
18140 Motril;Hombres;2019;44,23
18140 Motril;Hombres;2018;43,94
18140 Motril;Hombres;2017;43,57
18140 Motril;Hombres;2016;42,26
18140 Motril;Hombres;2015;40,24
18140 Motril;Hombres;2014;40,14
18140 Motril;Mujeres;2019;37,67
18140 Motril;Mujeres;2018;37,08
18140 Motril;Mujeres;2017;35,47
18140 Motril;Mujeres;2016;34,67
18140 Motril;Mujeres;2015;34,58
18140 Motril;Mujeres;2014;35,3
30030 Murcia;Ambos sexos;2019;39,48
30030 Murcia;Ambos sexos;2018;39,17
30030 Murcia;Ambos sexos;2017;38,33
30030 Murcia;Ambos sexos;2016;38,06
30030 Murcia;Ambos sexos;2015;37,91
30030 Murcia;Ambos sexos;2014;37,83
30030 Murcia;Hombres;2019;42,12
30030 Murcia;Hombres;2018;42
30030 Murcia;Hombres;2017;41,32
30030 Murcia;Hombres;2016;41,04
30030 Murcia;Hombres;2015;40,9
30030 Murcia;Hombres;2014;40,61
30030 Murcia;Mujeres;2019;36,74
30030 Murcia;Mujeres;2018;36,21
30030 Murcia;Mujeres;2017;35,23
30030 Murcia;Mujeres;2016;34,98
30030 Murcia;Mujeres;2015;34,82
30030 Murcia;Mujeres;2014;34,97
03099 Orihuela;Ambos sexos;2019;41,37
03099 Orihuela;Ambos sexos;2018;40,61
03099 Orihuela;Ambos sexos;2017;38,99
03099 Orihuela;Ambos sexos;2016;37,98
03099 Orihuela;Ambos sexos;2015;39,31
03099 Orihuela;Ambos sexos;2014;39,38
03099 Orihuela;Hombres;2019;44,88
03099 Orihuela;Hombres;2018;44,01
03099 Orihuela;Hombres;2017;41,79
03099 Orihuela;Hombres;2016;40,64
03099 Orihuela;Hombres;2015;42,75
03099 Orihuela;Hombres;2014;43
03099 Orihuela;Mujeres;2019;37,4
03099 Orihuela;Mujeres;2018;36,83
03099 Orihuela;Mujeres;2017;36,04
03099 Orihuela;Mujeres;2016;35,35
03099 Orihuela;Mujeres;2015;35,59
03099 Orihuela;Mujeres;2014;35,21
32054 Ourense;Ambos sexos;2019;39,79
32054 Ourense;Ambos sexos;2018;38,93
32054 Ourense;Ambos sexos;2017;38,26
32054 Ourense;Ambos sexos;2016;37,91
32054 Ourense;Ambos sexos;2015;37,33
32054 Ourense;Ambos sexos;2014;37,35
32054 Ourense;Hombres;2019;42,46
32054 Ourense;Hombres;2018;41,52
32054 Ourense;Hombres;2017;40,81
32054 Ourense;Hombres;2016;40,5
32054 Ourense;Hombres;2015;39,92
32054 Ourense;Hombres;2014;39,92
32054 Ourense;Mujeres;2019;37,19
32054 Ourense;Mujeres;2018;36,41
32054 Ourense;Mujeres;2017;35,71
32054 Ourense;Mujeres;2016;35,3
32054 Ourense;Mujeres;2015;34,83
32054 Ourense;Mujeres;2014;34,76
33044 Oviedo;Ambos sexos;2019;41,6
33044 Oviedo;Ambos sexos;2018;40,14
33044 Oviedo;Ambos sexos;2017;39,58
33044 Oviedo;Ambos sexos;2016;39,14
33044 Oviedo;Ambos sexos;2015;38,64
33044 Oviedo;Ambos sexos;2014;38,32
33044 Oviedo;Hombres;2019;44,44
33044 Oviedo;Hombres;2018;42,88
33044 Oviedo;Hombres;2017;42,43
33044 Oviedo;Hombres;2016;42,03
33044 Oviedo;Hombres;2015;41,85
33044 Oviedo;Hombres;2014;41,42
33044 Oviedo;Mujeres;2019;38,65
33044 Oviedo;Mujeres;2018;37,44
33044 Oviedo;Mujeres;2017;36,72
33044 Oviedo;Mujeres;2016;36,19
33044 Oviedo;Mujeres;2015;35,44
33044 Oviedo;Mujeres;2014;35,23
34120 Palencia;Ambos sexos;2019;38,5
34120 Palencia;Ambos sexos;2018;37,52
34120 Palencia;Ambos sexos;2017;36,82
34120 Palencia;Ambos sexos;2016;36,07
34120 Palencia;Ambos sexos;2015;36,25
34120 Palencia;Ambos sexos;2014;36,39
34120 Palencia;Hombres;2019;40,93
34120 Palencia;Hombres;2018;39,92
34120 Palencia;Hombres;2017;39
34120 Palencia;Hombres;2016;38,18
34120 Palencia;Hombres;2015;38,66
34120 Palencia;Hombres;2014;38,88
34120 Palencia;Mujeres;2019;36,13
34120 Palencia;Mujeres;2018;35,19
34120 Palencia;Mujeres;2017;34,68
34120 Palencia;Mujeres;2016;33,97
34120 Palencia;Mujeres;2015;33,93
34120 Palencia;Mujeres;2014;33,8
07040 Palma;Ambos sexos;2019;43,76
07040 Palma;Ambos sexos;2018;42,89
07040 Palma;Ambos sexos;2017;42,32
07040 Palma;Ambos sexos;2016;42,05
07040 Palma;Ambos sexos;2015;42,03
07040 Palma;Ambos sexos;2014;41,83
07040 Palma;Hombres;2019;46,61
07040 Palma;Hombres;2018;45,74
07040 Palma;Hombres;2017;45,41
07040 Palma;Hombres;2016;45,2
07040 Palma;Hombres;2015;45,3
07040 Palma;Hombres;2014;45,09
07040 Palma;Mujeres;2019;40,5
07040 Palma;Mujeres;2018;39,67
07040 Palma;Mujeres;2017;38,88
07040 Palma;Mujeres;2016;38,58
07040 Palma;Mujeres;2015;38,38
07040 Palma;Mujeres;2014;38,18
35016 Palmas de Gran Canaria, Las;Ambos sexos;2019;45,2
35016 Palmas de Gran Canaria, Las;Ambos sexos;2018;44,3
35016 Palmas de Gran Canaria, Las;Ambos sexos;2017;43,7
35016 Palmas de Gran Canaria, Las;Ambos sexos;2016;43,21
35016 Palmas de Gran Canaria, Las;Ambos sexos;2015;42,67
35016 Palmas de Gran Canaria, Las;Ambos sexos;2014;42,45
35016 Palmas de Gran Canaria, Las;Hombres;2019;48,28
35016 Palmas de Gran Canaria, Las;Hombres;2018;47,59
35016 Palmas de Gran Canaria, Las;Hombres;2017;46,91
35016 Palmas de Gran Canaria, Las;Hombres;2016;46,31
35016 Palmas de Gran Canaria, Las;Hombres;2015;45,87
35016 Palmas de Gran Canaria, Las;Hombres;2014;45,58
35016 Palmas de Gran Canaria, Las;Mujeres;2019;41,43
35016 Palmas de Gran Canaria, Las;Mujeres;2018;40,34
35016 Palmas de Gran Canaria, Las;Mujeres;2017;39,91
35016 Palmas de Gran Canaria, Las;Mujeres;2016;39,61
35016 Palmas de Gran Canaria, Las;Mujeres;2015;39,07
35016 Palmas de Gran Canaria, Las;Mujeres;2014;38,85
31201 Pamplona/Iruña;Ambos sexos;2019;41,97
31201 Pamplona/Iruña;Ambos sexos;2018;39,69
31201 Pamplona/Iruña;Ambos sexos;2017;39,34
31201 Pamplona/Iruña;Ambos sexos;2016;39,35
31201 Pamplona/Iruña;Ambos sexos;2015;39,33
31201 Pamplona/Iruña;Ambos sexos;2014;38,92
31201 Pamplona/Iruña;Hombres;2019;44,28
31201 Pamplona/Iruña;Hombres;2018;42,09
31201 Pamplona/Iruña;Hombres;2017;41,48
31201 Pamplona/Iruña;Hombres;2016;41,74
31201 Pamplona/Iruña;Hombres;2015;42,04
31201 Pamplona/Iruña;Hombres;2014;41,68
31201 Pamplona/Iruña;Mujeres;2019;39,56
31201 Pamplona/Iruña;Mujeres;2018;37,3
31201 Pamplona/Iruña;Mujeres;2017;37,17
31201 Pamplona/Iruña;Mujeres;2016;36,98
31201 Pamplona/Iruña;Mujeres;2015;36,73
31201 Pamplona/Iruña;Mujeres;2014;36,05
28106 Parla;Ambos sexos;2019;40,38
28106 Parla;Ambos sexos;2018;38,8
28106 Parla;Ambos sexos;2017;38,4
28106 Parla;Ambos sexos;2016;38,7
28106 Parla;Ambos sexos;2015;38,53
28106 Parla;Ambos sexos;2014;38,09
28106 Parla;Hombres;2019;43,16
28106 Parla;Hombres;2018;41,11
28106 Parla;Hombres;2017;40,98
28106 Parla;Hombres;2016;41,48
28106 Parla;Hombres;2015;41,19
28106 Parla;Hombres;2014;40,58
28106 Parla;Mujeres;2019;37,63
28106 Parla;Mujeres;2018;36,6
28106 Parla;Mujeres;2017;35,99
28106 Parla;Mujeres;2016;36,1
28106 Parla;Mujeres;2015;35,9
28106 Parla;Mujeres;2014;35,6
46190 Paterna;Ambos sexos;2019;40,93
46190 Paterna;Ambos sexos;2018;39,8
46190 Paterna;Ambos sexos;2017;39,81
46190 Paterna;Ambos sexos;2016;38,6
46190 Paterna;Ambos sexos;2015;38,37
46190 Paterna;Ambos sexos;2014;37,82
46190 Paterna;Hombres;2019;43,72
46190 Paterna;Hombres;2018;42,7
46190 Paterna;Hombres;2017;42,52
46190 Paterna;Hombres;2016;41,03
46190 Paterna;Hombres;2015;41,01
46190 Paterna;Hombres;2014;40,12
46190 Paterna;Mujeres;2019;37,98
46190 Paterna;Mujeres;2018;36,81
46190 Paterna;Mujeres;2017;36,97
46190 Paterna;Mujeres;2016;36,22
46190 Paterna;Mujeres;2015;35,68
46190 Paterna;Mujeres;2014;35,42
28113 Pinto;Ambos sexos;2019;40,62
28113 Pinto;Ambos sexos;2018;39,41
28113 Pinto;Ambos sexos;2017;39
28113 Pinto;Ambos sexos;2016;""
28113 Pinto;Ambos sexos;2015;""
28113 Pinto;Ambos sexos;2014;""
28113 Pinto;Hombres;2019;42,84
28113 Pinto;Hombres;2018;41,32
28113 Pinto;Hombres;2017;41,22
28113 Pinto;Hombres;2016;""
28113 Pinto;Hombres;2015;""
28113 Pinto;Hombres;2014;""
28113 Pinto;Mujeres;2019;38,43
28113 Pinto;Mujeres;2018;37,56
28113 Pinto;Mujeres;2017;36,82
28113 Pinto;Mujeres;2016;""
28113 Pinto;Mujeres;2015;""
28113 Pinto;Mujeres;2014;""
24115 Ponferrada;Ambos sexos;2019;40,48
24115 Ponferrada;Ambos sexos;2018;39,35
24115 Ponferrada;Ambos sexos;2017;38,07
24115 Ponferrada;Ambos sexos;2016;38,03
24115 Ponferrada;Ambos sexos;2015;38,06
24115 Ponferrada;Ambos sexos;2014;38,02
24115 Ponferrada;Hombres;2019;43,58
24115 Ponferrada;Hombres;2018;42,09
24115 Ponferrada;Hombres;2017;40,59
24115 Ponferrada;Hombres;2016;40,61
24115 Ponferrada;Hombres;2015;40,97
24115 Ponferrada;Hombres;2014;40,91
24115 Ponferrada;Mujeres;2019;37,14
24115 Ponferrada;Mujeres;2018;36,47
24115 Ponferrada;Mujeres;2017;35,41
24115 Ponferrada;Mujeres;2016;35,3
24115 Ponferrada;Mujeres;2015;34,72
24115 Ponferrada;Mujeres;2014;34,7
36038 Pontevedra;Ambos sexos;2019;40,55
36038 Pontevedra;Ambos sexos;2018;39,42
36038 Pontevedra;Ambos sexos;2017;38,87
36038 Pontevedra;Ambos sexos;2016;38,48
36038 Pontevedra;Ambos sexos;2015;38,34
36038 Pontevedra;Ambos sexos;2014;37,58
36038 Pontevedra;Hombres;2019;42,78
36038 Pontevedra;Hombres;2018;42,12
36038 Pontevedra;Hombres;2017;41,62
36038 Pontevedra;Hombres;2016;41,42
36038 Pontevedra;Hombres;2015;41,32
36038 Pontevedra;Hombres;2014;40,45
36038 Pontevedra;Mujeres;2019;38,23
36038 Pontevedra;Mujeres;2018;36,7
36038 Pontevedra;Mujeres;2017;36,06
36038 Pontevedra;Mujeres;2016;35,58
36038 Pontevedra;Mujeres;2015;35,38
36038 Pontevedra;Mujeres;2014;34,64
28115 Pozuelo de Alarcón;Ambos sexos;2019;39,62
28115 Pozuelo de Alarcón;Ambos sexos;2018;39,63
28115 Pozuelo de Alarcón;Ambos sexos;2017;39,79
28115 Pozuelo de Alarcón;Ambos sexos;2016;39,86
28115 Pozuelo de Alarcón;Ambos sexos;2015;39,76
28115 Pozuelo de Alarcón;Ambos sexos;2014;40,33
28115 Pozuelo de Alarcón;Hombres;2019;41,58
28115 Pozuelo de Alarcón;Hombres;2018;41,65
28115 Pozuelo de Alarcón;Hombres;2017;41,85
28115 Pozuelo de Alarcón;Hombres;2016;41,55
28115 Pozuelo de Alarcón;Hombres;2015;41,9
28115 Pozuelo de Alarcón;Hombres;2014;42,97
28115 Pozuelo de Alarcón;Mujeres;2019;37,35
28115 Pozuelo de Alarcón;Mujeres;2018;37,39
28115 Pozuelo de Alarcón;Mujeres;2017;37,55
28115 Pozuelo de Alarcón;Mujeres;2016;38,07
28115 Pozuelo de Alarcón;Mujeres;2015;37,59
28115 Pozuelo de Alarcón;Mujeres;2014;37,49
08169 Prat de Llobregat, El;Ambos sexos;2019;41,51
08169 Prat de Llobregat, El;Ambos sexos;2018;40,97
08169 Prat de Llobregat, El;Ambos sexos;2017;39,96
08169 Prat de Llobregat, El;Ambos sexos;2016;39,69
08169 Prat de Llobregat, El;Ambos sexos;2015;39,14
08169 Prat de Llobregat, El;Ambos sexos;2014;39,24
08169 Prat de Llobregat, El;Hombres;2019;43,8
08169 Prat de Llobregat, El;Hombres;2018;43,71
08169 Prat de Llobregat, El;Hombres;2017;42,58
08169 Prat de Llobregat, El;Hombres;2016;42,64
08169 Prat de Llobregat, El;Hombres;2015;41,62
08169 Prat de Llobregat, El;Hombres;2014;41,34
08169 Prat de Llobregat, El;Mujeres;2019;39,17
08169 Prat de Llobregat, El;Mujeres;2018;38,18
08169 Prat de Llobregat, El;Mujeres;2017;37,14
08169 Prat de Llobregat, El;Mujeres;2016;36,75
08169 Prat de Llobregat, El;Mujeres;2015;36,67
08169 Prat de Llobregat, El;Mujeres;2014;37,17
11027 Puerto de Santa María, El;Ambos sexos;2019;40,29
11027 Puerto de Santa María, El;Ambos sexos;2018;39,6
11027 Puerto de Santa María, El;Ambos sexos;2017;38,63
11027 Puerto de Santa María, El;Ambos sexos;2016;38,63
11027 Puerto de Santa María, El;Ambos sexos;2015;38,39
11027 Puerto de Santa María, El;Ambos sexos;2014;38,62
11027 Puerto de Santa María, El;Hombres;2019;43,44
11027 Puerto de Santa María, El;Hombres;2018;42,51
11027 Puerto de Santa María, El;Hombres;2017;41,33
11027 Puerto de Santa María, El;Hombres;2016;41,11
11027 Puerto de Santa María, El;Hombres;2015;40,83
11027 Puerto de Santa María, El;Hombres;2014;41,15
11027 Puerto de Santa María, El;Mujeres;2019;36,89
11027 Puerto de Santa María, El;Mujeres;2018;36,46
11027 Puerto de Santa María, El;Mujeres;2017;35,77
11027 Puerto de Santa María, El;Mujeres;2016;35,94
11027 Puerto de Santa María, El;Mujeres;2015;35,84
11027 Puerto de Santa María, El;Mujeres;2014;35,92
13071 Puertollano;Ambos sexos;2019;""
13071 Puertollano;Ambos sexos;2018;""
13071 Puertollano;Ambos sexos;2017;""
13071 Puertollano;Ambos sexos;2016;""
13071 Puertollano;Ambos sexos;2015;""
13071 Puertollano;Ambos sexos;2014;36,83
13071 Puertollano;Hombres;2019;""
13071 Puertollano;Hombres;2018;""
13071 Puertollano;Hombres;2017;""
13071 Puertollano;Hombres;2016;""
13071 Puertollano;Hombres;2015;""
13071 Puertollano;Hombres;2014;39,39
13071 Puertollano;Mujeres;2019;""
13071 Puertollano;Mujeres;2018;""
13071 Puertollano;Mujeres;2017;""
13071 Puertollano;Mujeres;2016;""
13071 Puertollano;Mujeres;2015;""
13071 Puertollano;Mujeres;2014;34,21
43123 Reus;Ambos sexos;2019;42,29
43123 Reus;Ambos sexos;2018;40,29
43123 Reus;Ambos sexos;2017;40,42
43123 Reus;Ambos sexos;2016;39,65
43123 Reus;Ambos sexos;2015;38,98
43123 Reus;Ambos sexos;2014;38,15
43123 Reus;Hombres;2019;44,94
43123 Reus;Hombres;2018;42,79
43123 Reus;Hombres;2017;43,02
43123 Reus;Hombres;2016;42,02
43123 Reus;Hombres;2015;41,59
43123 Reus;Hombres;2014;40,84
43123 Reus;Mujeres;2019;39,33
43123 Reus;Mujeres;2018;37,57
43123 Reus;Mujeres;2017;37,52
43123 Reus;Mujeres;2016;36,98
43123 Reus;Mujeres;2015;36,19
43123 Reus;Mujeres;2014;35,36
28123 Rivas-Vaciamadrid;Ambos sexos;2019;40,58
28123 Rivas-Vaciamadrid;Ambos sexos;2018;40,17
28123 Rivas-Vaciamadrid;Ambos sexos;2017;39,34
28123 Rivas-Vaciamadrid;Ambos sexos;2016;38,47
28123 Rivas-Vaciamadrid;Ambos sexos;2015;37,45
28123 Rivas-Vaciamadrid;Ambos sexos;2014;36,75
28123 Rivas-Vaciamadrid;Hombres;2019;42,65
28123 Rivas-Vaciamadrid;Hombres;2018;42,17
28123 Rivas-Vaciamadrid;Hombres;2017;41,13
28123 Rivas-Vaciamadrid;Hombres;2016;40,45
28123 Rivas-Vaciamadrid;Hombres;2015;39,31
28123 Rivas-Vaciamadrid;Hombres;2014;38,63
28123 Rivas-Vaciamadrid;Mujeres;2019;38,28
28123 Rivas-Vaciamadrid;Mujeres;2018;37,98
28123 Rivas-Vaciamadrid;Mujeres;2017;37,38
28123 Rivas-Vaciamadrid;Mujeres;2016;36,28
28123 Rivas-Vaciamadrid;Mujeres;2015;35,46
28123 Rivas-Vaciamadrid;Mujeres;2014;34,72
04079 Roquetas de Mar;Ambos sexos;2019;43,31
04079 Roquetas de Mar;Ambos sexos;2018;42,2
04079 Roquetas de Mar;Ambos sexos;2017;42,16
04079 Roquetas de Mar;Ambos sexos;2016;41,69
04079 Roquetas de Mar;Ambos sexos;2015;40,37
04079 Roquetas de Mar;Ambos sexos;2014;39,18
04079 Roquetas de Mar;Hombres;2019;46,71
04079 Roquetas de Mar;Hombres;2018;45,57
04079 Roquetas de Mar;Hombres;2017;45,54
04079 Roquetas de Mar;Hombres;2016;45,43
04079 Roquetas de Mar;Hombres;2015;44,33
04079 Roquetas de Mar;Hombres;2014;43,48
04079 Roquetas de Mar;Mujeres;2019;39,39
04079 Roquetas de Mar;Mujeres;2018;38,33
04079 Roquetas de Mar;Mujeres;2017;38,28
04079 Roquetas de Mar;Mujeres;2016;37,33
04079 Roquetas de Mar;Mujeres;2015;35,66
04079 Roquetas de Mar;Mujeres;2014;34,19
28127 Rozas de Madrid, Las;Ambos sexos;2019;40,99
28127 Rozas de Madrid, Las;Ambos sexos;2018;40,38
28127 Rozas de Madrid, Las;Ambos sexos;2017;40,63
28127 Rozas de Madrid, Las;Ambos sexos;2016;40,06
28127 Rozas de Madrid, Las;Ambos sexos;2015;39,3
28127 Rozas de Madrid, Las;Ambos sexos;2014;38,17
28127 Rozas de Madrid, Las;Hombres;2019;43,49
28127 Rozas de Madrid, Las;Hombres;2018;42,75
28127 Rozas de Madrid, Las;Hombres;2017;42,94
28127 Rozas de Madrid, Las;Hombres;2016;42,52
28127 Rozas de Madrid, Las;Hombres;2015;41,95
28127 Rozas de Madrid, Las;Hombres;2014;40,68
28127 Rozas de Madrid, Las;Mujeres;2019;38,23
28127 Rozas de Madrid, Las;Mujeres;2018;37,81
28127 Rozas de Madrid, Las;Mujeres;2017;38,18
28127 Rozas de Madrid, Las;Mujeres;2016;37,44
28127 Rozas de Madrid, Las;Mujeres;2015;36,44
28127 Rozas de Madrid, Las;Mujeres;2014;35,4
08184 Rubí;Ambos sexos;2019;42,79
08184 Rubí;Ambos sexos;2018;42,1
08184 Rubí;Ambos sexos;2017;41,21
08184 Rubí;Ambos sexos;2016;39,46
08184 Rubí;Ambos sexos;2015;38,51
08184 Rubí;Ambos sexos;2014;37,12
08184 Rubí;Hombres;2019;45,38
08184 Rubí;Hombres;2018;44,77
08184 Rubí;Hombres;2017;44,19
08184 Rubí;Hombres;2016;42,28
08184 Rubí;Hombres;2015;40,96
